#Data tag : 22v1 , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(1e30/cm2s),recorded(1e30/cm2s),avgpu,source
360927:8305,1:1,10/23/22 00:53:12,SQUEEZE,6800,9.744892679,7.556063527,0.0,BCM1FUT
360927:8305,2:2,10/23/22 00:53:36,SQUEEZE,6800,10.200495905,10.187883484,0.0,BCM1FUT
360927:8305,3:3,10/23/22 00:53:59,SQUEEZE,6800,10.197504805,10.184857382,0.0,BCM1FUT
360927:8305,4:4,10/23/22 00:54:22,SQUEEZE,6800,10.168284829,10.155713408,0.0,BCM1FUT
360927:8305,5:5,10/23/22 00:54:46,SQUEEZE,6800,10.163880681,10.151278260,0.0,BCM1FUT
360927:8305,6:6,10/23/22 00:55:09,SQUEEZE,6800,10.156858447,10.144173023,0.0,BCM1FUT
360927:8305,7:7,10/23/22 00:55:32,SQUEEZE,6800,10.141941448,10.129287525,0.0,BCM1FUT
360927:8305,8:8,10/23/22 00:55:56,SQUEEZE,6800,10.135306726,10.122760307,0.0,BCM1FUT
360927:8305,9:9,10/23/22 00:56:19,SQUEEZE,6800,10.141801944,10.129194522,0.0,BCM1FUT
360927:8305,10:10,10/23/22 00:56:42,SQUEEZE,6800,10.163845680,10.151203258,0.0,BCM1FUT
360927:8305,11:11,10/23/22 00:57:06,SQUEEZE,6800,10.210454238,10.197754814,0.0,BCM1FUT
360927:8305,12:12,10/23/22 00:57:29,SQUEEZE,6800,10.221947622,10.209219197,0.0,BCM1FUT
360927:8305,13:13,10/23/22 00:57:52,SQUEEZE,6800,10.232918989,10.220204564,0.0,BCM1FUT
360927:8305,14:14,10/23/22 00:58:16,SQUEEZE,6800,10.189178527,10.176486603,0.0,BCM1FUT
360927:8305,15:15,10/23/22 00:58:39,SQUEEZE,6800,10.180012221,10.167347797,0.0,BCM1FUT
360927:8305,16:16,10/23/22 00:59:02,ADJUST,6800,10.189617542,10.176905117,0.0,BCM1FUT
360927:8305,17:17,10/23/22 00:59:25,ADJUST,6800,10.145015051,10.132370628,0.0,BCM1FUT
360927:8305,18:18,10/23/22 00:59:49,ADJUST,6800,10.146853112,10.134185689,0.0,BCM1FUT
360927:8305,19:19,10/23/22 01:00:12,ADJUST,6800,10.097320457,10.084733036,0.0,BCM1FUT
360927:8305,20:20,10/23/22 01:00:35,ADJUST,6800,10.088373158,10.075771737,0.0,BCM1FUT
360927:8305,21:21,10/23/22 01:00:59,ADJUST,6800,10.063646332,10.050702899,0.0,BCM1FUT
360927:8305,22:22,10/23/22 01:01:22,ADJUST,6800,10.163298662,10.150654239,0.0,BCM1FUT
360927:8305,23:23,10/23/22 01:01:45,ADJUST,6800,8430.241742458,8045.608887856,0.0,BCM1FUT
360927:8305,24:24,10/23/22 01:02:09,ADJUST,6800,16066.818960292,15298.695289255,47.5,BCM1FUT
360927:8305,25:25,10/23/22 01:02:32,ADJUST,6800,15857.153953194,15172.738079709,45.7,BCM1FUT
360927:8305,26:26,10/23/22 01:02:55,ADJUST,6800,15410.327020038,14847.841221510,43.8,BCM1FUT
360927:8305,27:27,10/23/22 01:03:18,ADJUST,6800,14454.393072296,13872.818635818,37.2,BCM1FUT
360927:8305,28:28,10/23/22 01:03:42,ADJUST,6800,15903.611505826,15403.101778567,47.5,BCM1FUT
360927:8305,29:29,10/23/22 01:04:05,ADJUST,6800,16077.599820594,15257.392908911,46.4,BCM1FUT
360927:8305,30:30,10/23/22 01:04:28,ADJUST,6800,16365.907955981,15865.156220633,47.5,BCM1FUT
360927:8305,31:31,10/23/22 01:04:52,ADJUST,6800,16348.762382968,15823.004811914,47.5,BCM1FUT
360927:8305,32:32,10/23/22 01:05:15,ADJUST,6800,16328.090692111,15496.777909265,47.4,BCM1FUT
360927:8305,33:33,10/23/22 01:05:38,ADJUST,6800,16327.958687699,15847.612634319,47.4,BCM1FUT
360927:8305,34:34,10/23/22 01:06:02,ADJUST,6800,16301.908817101,15823.744836646,47.4,BCM1FUT
360927:8305,35:35,10/23/22 01:06:25,STABLE BEAMS,6800,16284.959250639,15773.084143543,47.3,BCM1FUT
360927:8305,36:36,10/23/22 01:06:48,STABLE BEAMS,6800,16273.368863283,5386.377015135,47.3,BCM1FUT
360927:8305,37:37,10/23/22 01:07:12,STABLE BEAMS,6800,16265.598603597,9795.392366404,47.2,BCM1FUT
360927:8305,38:38,10/23/22 01:07:35,STABLE BEAMS,6800,16251.378128343,15890.959082977,47.2,BCM1FUT
360927:8305,39:39,10/23/22 01:07:58,STABLE BEAMS,6800,16237.262656597,15640.684718695,47.2,BCM1FUT
360927:8305,40:40,10/23/22 01:08:22,STABLE BEAMS,6800,11149.851633040,10895.949147505,47.1,BCM1FUT
360927:8305,41:41,10/23/22 01:08:45,STABLE BEAMS,6800,1713.467164841,1709.142820319,3.2,BCM1FUT
360927:8305,42:42,10/23/22 01:09:08,STABLE BEAMS,6800,4135.498610218,4117.159597319,6.5,BCM1FUT
360927:8305,43:43,10/23/22 01:09:31,STABLE BEAMS,6800,8139.146513925,8073.117807216,19.6,BCM1FUT
360927:8305,44:44,10/23/22 01:09:55,STABLE BEAMS,6800,12482.457169315,12319.032707596,28.9,BCM1FUT
360927:8305,45:45,10/23/22 01:10:18,STABLE BEAMS,6800,15687.239274569,15194.246798540,44.7,BCM1FUT
360927:8305,46:46,10/23/22 01:10:41,STABLE BEAMS,6800,15388.994307089,15090.777340544,46.9,BCM1FUT
360927:8305,47:47,10/23/22 01:11:05,STABLE BEAMS,6800,11663.547800996,11513.612790101,37.8,BCM1FUT
360927:8305,48:48,10/23/22 01:11:28,STABLE BEAMS,6800,7485.883181572,7410.682668337,27.1,BCM1FUT
360927:8305,49:49,10/23/22 01:11:51,STABLE BEAMS,6800,3529.433155238,3515.133377333,17.4,BCM1FUT
360927:8305,50:50,10/23/22 01:12:15,STABLE BEAMS,6800,1467.292937588,1463.849622511,5.9,BCM1FUT
360927:8305,51:51,10/23/22 01:12:38,STABLE BEAMS,6800,9628.973804621,9253.208246368,2.9,BCM1FUT
360927:8305,52:52,10/23/22 01:13:01,STABLE BEAMS,6800,1553.083104734,1549.423982444,3.4,BCM1FUT
360927:8305,53:53,10/23/22 01:13:25,STABLE BEAMS,6800,3299.948385754,3287.593972864,6.0,BCM1FUT
360927:8305,54:54,10/23/22 01:13:48,STABLE BEAMS,6800,6756.776114487,6711.078287245,16.0,BCM1FUT
360927:8305,55:55,10/23/22 01:14:11,STABLE BEAMS,6800,11277.766908026,11142.145375494,24.3,BCM1FUT
360927:8305,56:56,10/23/22 01:14:34,STABLE BEAMS,6800,15162.880750272,14864.775787471,42.1,BCM1FUT
360927:8305,57:57,10/23/22 01:14:58,STABLE BEAMS,6800,15490.664704959,15186.512540057,46.4,BCM1FUT
360927:8305,58:58,10/23/22 01:15:21,STABLE BEAMS,6800,12168.485676246,12006.000245911,39.3,BCM1FUT
360927:8305,59:59,10/23/22 01:15:44,STABLE BEAMS,6800,7702.925935238,7635.760190529,30.4,BCM1FUT
360927:8305,60:60,10/23/22 01:16:08,STABLE BEAMS,6800,3909.781066636,3893.195112326,13.7,BCM1FUT
360927:8305,61:61,10/23/22 01:16:31,STABLE BEAMS,6800,2838.835875168,2825.515830006,8.6,BCM1FUT
360927:8305,62:62,10/23/22 01:16:54,STABLE BEAMS,6800,15827.976978086,15322.332079207,45.4,BCM1FUT
360927:8305,63:63,10/23/22 01:17:18,STABLE BEAMS,6800,15544.155492645,15099.627636325,46.0,BCM1FUT
360927:8305,64:64,10/23/22 01:17:41,STABLE BEAMS,6800,15230.733017925,14957.937900990,46.1,BCM1FUT
360927:8305,65:65,10/23/22 01:18:04,STABLE BEAMS,6800,14932.784060338,14683.489728809,42.9,BCM1FUT
360927:8305,66:66,10/23/22 01:18:28,STABLE BEAMS,6800,15020.550993548,14741.007651084,38.7,BCM1FUT
360927:8305,67:67,10/23/22 01:18:51,STABLE BEAMS,6800,15416.109213281,15112.330060846,43.1,BCM1FUT
360927:8305,68:68,10/23/22 01:19:14,STABLE BEAMS,6800,15930.086390629,15573.980489410,46.3,BCM1FUT
360927:8305,69:69,10/23/22 01:19:38,STABLE BEAMS,6800,15909.040687272,15578.474639606,46.2,BCM1FUT
360927:8305,70:70,10/23/22 01:20:01,STABLE BEAMS,6800,15899.331362782,15567.140260806,46.2,BCM1FUT
360927:8305,71:71,10/23/22 01:20:24,STABLE BEAMS,6800,15883.911847455,15300.116336747,46.1,BCM1FUT
360927:8305,72:72,10/23/22 01:20:47,STABLE BEAMS,6800,16252.649170821,15938.919685841,46.4,BCM1FUT
360927:8305,73:73,10/23/22 01:21:11,STABLE BEAMS,6800,16636.646004168,16240.180754121,48.1,BCM1FUT
360927:8305,74:74,10/23/22 01:21:34,STABLE BEAMS,6800,16643.411230265,12853.281562432,48.3,BCM1FUT
360927:8305,75:75,10/23/22 01:21:57,STABLE BEAMS,6800,16629.465764201,16234.111551286,48.3,BCM1FUT
360927:8305,76:76,10/23/22 01:22:21,STABLE BEAMS,6800,16778.435742844,16369.278068611,48.3,BCM1FUT
360927:8305,77:77,10/23/22 01:22:44,STABLE BEAMS,6800,17381.346892405,16727.038025110,49.7,BCM1FUT
360927:8305,78:78,10/23/22 01:23:07,STABLE BEAMS,6800,17513.980325074,16615.342292188,50.9,BCM1FUT
360927:8305,79:79,10/23/22 01:23:31,STABLE BEAMS,6800,17514.069328049,16515.805965639,50.9,BCM1FUT
360927:8305,80:80,10/23/22 01:23:54,STABLE BEAMS,6800,17551.795588877,16752.452874485,50.8,BCM1FUT
360927:8305,81:81,10/23/22 01:24:17,STABLE BEAMS,6800,18099.166882271,17124.685314660,51.7,BCM1FUT
360927:8305,82:82,10/23/22 01:24:41,STABLE BEAMS,6800,18346.814158754,17175.488012509,53.3,BCM1FUT
360927:8305,83:83,10/23/22 01:25:04,STABLE BEAMS,6800,18327.274505730,17214.132304019,53.2,BCM1FUT
360927:8305,84:84,10/23/22 01:25:27,STABLE BEAMS,6800,18304.095731085,16818.636086358,53.2,BCM1FUT
360927:8305,85:85,10/23/22 01:25:51,STABLE BEAMS,6800,18292.736351450,17785.354394517,53.1,BCM1FUT
360927:8305,86:86,10/23/22 01:26:14,STABLE BEAMS,6800,18626.842517427,17819.892548798,53.3,BCM1FUT
360927:8305,87:87,10/23/22 01:26:37,STABLE BEAMS,6800,18915.262156541,17970.834593348,54.8,BCM1FUT
360927:8305,88:88,10/23/22 01:27:00,STABLE BEAMS,6800,18917.431229032,18167.000149289,55.0,BCM1FUT
360927:8305,89:89,10/23/22 01:27:24,STABLE BEAMS,6800,18918.515265261,18105.037078456,54.9,BCM1FUT
360927:8305,90:90,10/23/22 01:27:47,STABLE BEAMS,6800,18927.300558870,18391.243643607,54.9,BCM1FUT
360927:8305,91:91,10/23/22 01:28:10,STABLE BEAMS,6800,18921.861377090,17869.159195311,55.0,BCM1FUT
360927:8305,92:92,10/23/22 01:28:34,STABLE BEAMS,6800,18894.071448338,18257.057159035,54.9,BCM1FUT
360927:8305,93:93,10/23/22 01:28:57,STABLE BEAMS,6800,18889.225286377,18307.689851202,54.9,BCM1FUT
360927:8305,94:94,10/23/22 01:29:20,STABLE BEAMS,6800,18889.822306330,18231.263296993,54.8,BCM1FUT
360927:8305,95:95,10/23/22 01:29:44,STABLE BEAMS,6800,18888.295255295,17888.896854953,54.8,BCM1FUT
360927:8305,96:96,10/23/22 01:30:07,STABLE BEAMS,6800,18913.538098922,18368.663888982,54.9,BCM1FUT
360927:8305,97:97,10/23/22 01:30:30,STABLE BEAMS,6800,18925.915512581,18185.130755222,54.9,BCM1FUT
360927:8305,98:98,10/23/22 01:30:54,STABLE BEAMS,6800,18930.009649409,18392.805695812,55.0,BCM1FUT
360927:8305,99:99,10/23/22 01:31:17,STABLE BEAMS,6800,18932.672738410,18247.507839892,55.0,BCM1FUT
360927:8305,100:100,10/23/22 01:31:40,STABLE BEAMS,6800,18933.980782126,18393.739727028,55.0,BCM1FUT
360927:8305,101:101,10/23/22 01:32:04,STABLE BEAMS,6800,18937.993916247,18402.162008504,55.0,BCM1FUT
360927:8305,102:102,10/23/22 01:32:27,STABLE BEAMS,6800,18935.710839945,18108.417191421,55.0,BCM1FUT
360927:8305,103:103,10/23/22 01:32:50,STABLE BEAMS,6800,18929.009615987,18248.822883842,55.0,BCM1FUT
360927:8305,104:104,10/23/22 01:33:13,STABLE BEAMS,6800,18924.855477154,18298.523544860,54.9,BCM1FUT
360927:8305,105:105,10/23/22 01:33:37,STABLE BEAMS,6800,18911.185020281,18328.286539553,54.9,BCM1FUT
360927:8305,106:106,10/23/22 01:34:00,STABLE BEAMS,6800,18897.662568355,18207.983518972,54.9,BCM1FUT
360927:8305,107:107,10/23/22 01:34:23,STABLE BEAMS,6800,18880.577997381,18012.619989835,54.8,BCM1FUT
360927:8305,108:108,10/23/22 01:34:47,STABLE BEAMS,6800,18859.116280121,18308.471877338,54.8,BCM1FUT
360927:8305,109:109,10/23/22 01:35:10,STABLE BEAMS,6800,18840.688664262,18246.203796311,54.7,BCM1FUT
360927:8305,110:110,10/23/22 01:35:33,STABLE BEAMS,6800,18839.961639964,18277.598845547,54.7,BCM1FUT
360927:8305,111:111,10/23/22 01:35:57,STABLE BEAMS,6800,18838.293584217,17982.563985350,54.7,BCM1FUT
360927:8305,112:112,10/23/22 01:36:20,STABLE BEAMS,6800,18854.898139149,18057.748498050,54.8,BCM1FUT
360927:8305,113:113,10/23/22 01:36:43,STABLE BEAMS,6800,18827.133211232,18269.924589070,54.7,BCM1FUT
360927:8305,114:114,10/23/22 01:37:07,STABLE BEAMS,6800,18832.014374363,18249.069892097,54.7,BCM1FUT
360927:8305,115:115,10/23/22 01:37:30,STABLE BEAMS,6800,18830.160312399,18125.414759487,54.7,BCM1FUT
360927:8305,116:116,10/23/22 01:37:53,STABLE BEAMS,6800,18826.147178279,18199.737243378,54.6,BCM1FUT
360927:8305,117:117,10/23/22 01:38:16,STABLE BEAMS,6800,18820.542990984,18212.911683673,54.7,BCM1FUT
360927:8305,118:118,10/23/22 01:38:40,STABLE BEAMS,6800,18788.465918954,18237.899518778,54.6,BCM1FUT
360927:8305,119:119,10/23/22 01:39:03,STABLE BEAMS,6800,18781.756694729,18227.121158560,54.5,BCM1FUT
360927:8305,120:120,10/23/22 01:39:26,STABLE BEAMS,6800,17833.559005537,17291.989906055,54.6,BCM1FUT
360927:8305,121:121,10/23/22 01:39:50,STABLE BEAMS,6800,18584.826113220,18056.183445745,54.7,BCM1FUT
360927:8305,122:122,10/23/22 01:40:13,STABLE BEAMS,6800,17670.986572293,17160.126499121,48.5,BCM1FUT
360927:8305,123:123,10/23/22 01:40:36,STABLE BEAMS,6800,17974.560717877,17432.029586244,54.6,BCM1FUT
360927:8305,124:124,10/23/22 01:41:00,STABLE BEAMS,6800,17133.693615722,16594.390591973,54.6,BCM1FUT
360927:8305,125:125,10/23/22 01:41:23,STABLE BEAMS,6800,18928.560600981,18270.026592479,54.5,BCM1FUT
360927:8305,126:126,10/23/22 01:41:46,STABLE BEAMS,6800,18952.186390566,18273.391704943,55.0,BCM1FUT
360927:8305,127:127,10/23/22 01:42:10,STABLE BEAMS,6800,18945.477166340,17937.402476032,55.0,BCM1FUT
360927:8305,128:128,10/23/22 01:42:33,STABLE BEAMS,6800,18933.048750977,18071.410954656,55.0,BCM1FUT
360927:8305,129:129,10/23/22 01:42:56,STABLE BEAMS,6800,18912.894077399,17063.392266219,54.9,BCM1FUT
360927:8305,130:130,10/23/22 01:43:20,STABLE BEAMS,6800,18896.426527046,15033.626430535,54.9,BCM1FUT
360927:8305,131:131,10/23/22 01:43:43,STABLE BEAMS,6800,18887.201218732,18077.469157123,54.8,BCM1FUT
360927:8305,132:132,10/23/22 01:44:06,STABLE BEAMS,6800,18879.386957576,18147.656502816,54.8,BCM1FUT
360927:8305,133:133,10/23/22 01:44:29,STABLE BEAMS,6800,18863.368422229,18101.225951086,54.8,BCM1FUT
360927:8305,134:134,10/23/22 01:44:53,STABLE BEAMS,6800,18853.439090386,18143.952379023,54.7,BCM1FUT
360927:8305,135:135,10/23/22 01:45:16,STABLE BEAMS,6800,18851.767034506,18124.148717175,54.7,BCM1FUT
360927:8305,136:136,10/23/22 01:45:39,STABLE BEAMS,6800,18837.281550394,17986.496116764,54.7,BCM1FUT
360927:8305,137:137,10/23/22 01:46:03,STABLE BEAMS,6800,18828.016240743,18012.302979241,54.7,BCM1FUT
360927:8305,138:138,10/23/22 01:46:26,STABLE BEAMS,6800,18817.491889015,17957.952162812,54.7,BCM1FUT
360927:8305,139:139,10/23/22 01:46:49,STABLE BEAMS,6800,18804.505455002,17881.294600882,54.6,BCM1FUT
360927:8305,140:140,10/23/22 01:47:13,STABLE BEAMS,6800,18787.912900472,18092.788669108,54.6,BCM1FUT
360927:8305,141:141,10/23/22 01:47:36,STABLE BEAMS,6800,18776.596522273,18112.425325374,54.5,BCM1FUT
360927:8305,142:142,10/23/22 01:47:59,STABLE BEAMS,6800,18761.815028269,17850.174560836,54.5,BCM1FUT
360927:8305,143:143,10/23/22 01:48:23,STABLE BEAMS,6800,18746.509516752,18001.154606657,54.4,BCM1FUT
360927:8305,144:144,10/23/22 01:48:46,STABLE BEAMS,6800,18729.289941266,17991.126271505,54.4,BCM1FUT
360927:8305,145:145,10/23/22 01:49:09,STABLE BEAMS,6800,18712.322374203,18071.435955491,54.4,BCM1FUT
360927:8305,146:146,10/23/22 01:49:32,STABLE BEAMS,6800,18699.040930331,18013.786028805,54.3,BCM1FUT
360927:8305,147:147,10/23/22 01:49:56,STABLE BEAMS,6800,18677.741218485,18051.393285656,54.3,BCM1FUT
360927:8305,148:148,10/23/22 01:50:19,STABLE BEAMS,6800,18657.903555501,17886.157763411,54.2,BCM1FUT
360927:8305,149:149,10/23/22 01:50:42,STABLE BEAMS,6800,18635.466805655,17959.823225344,54.1,BCM1FUT
360927:8305,150:150,10/23/22 01:51:06,STABLE BEAMS,6800,18618.845250155,17945.111733679,54.1,BCM1FUT
360927:8305,151:151,10/23/22 01:51:29,STABLE BEAMS,6800,18607.463869784,17951.706954094,54.0,BCM1FUT
360927:8305,152:152,10/23/22 01:51:52,STABLE BEAMS,6800,18601.553672263,17910.228567868,54.0,BCM1FUT
360927:8305,153:153,10/23/22 01:52:16,STABLE BEAMS,6800,18587.242193967,17910.690583309,54.0,BCM1FUT
360927:8305,154:154,10/23/22 01:52:39,STABLE BEAMS,6800,18569.897614303,17834.376032842,53.9,BCM1FUT
360927:8305,155:155,10/23/22 01:53:02,STABLE BEAMS,6800,18556.300159870,17855.514739307,53.9,BCM1FUT
360927:8305,156:156,10/23/22 01:53:26,STABLE BEAMS,6800,18542.449696982,10272.028295791,53.9,BCM1FUT
360927:8305,157:157,10/23/22 01:53:49,STABLE BEAMS,6800,18533.267390105,17309.586494141,53.8,BCM1FUT
360927:8305,158:158,10/23/22 01:54:12,STABLE BEAMS,6800,18527.678203312,17412.177922792,53.8,BCM1FUT
360927:8305,159:159,10/23/22 01:54:36,STABLE BEAMS,6800,18523.457062239,17629.177175004,53.8,BCM1FUT
360927:8305,160:160,10/23/22 01:54:59,STABLE BEAMS,6800,18525.947145459,17044.827645781,53.8,BCM1FUT
360927:8305,161:161,10/23/22 01:55:22,STABLE BEAMS,6800,18506.128483110,17665.416386135,53.8,BCM1FUT
360927:8305,162:162,10/23/22 01:55:45,STABLE BEAMS,6800,18501.318322353,17515.478375140,53.7,BCM1FUT
360927:8305,163:163,10/23/22 01:56:09,STABLE BEAMS,6800,18500.030279306,17745.589065542,53.7,BCM1FUT
360927:8305,164:164,10/23/22 01:56:32,STABLE BEAMS,6800,18488.898907290,17356.976077922,53.7,BCM1FUT
360927:8305,165:165,10/23/22 01:56:55,STABLE BEAMS,6800,18494.163083221,17842.942319131,53.7,BCM1FUT
360927:8305,166:166,10/23/22 01:57:19,STABLE BEAMS,6800,18476.521493631,17806.480100548,53.7,BCM1FUT
360927:8305,167:167,10/23/22 01:57:42,STABLE BEAMS,6800,18469.154247415,17854.850717115,53.6,BCM1FUT
360927:8305,168:168,10/23/22 01:58:05,STABLE BEAMS,6800,18455.583793884,17578.355476520,53.6,BCM1FUT
360927:8305,169:169,10/23/22 01:58:29,STABLE BEAMS,6800,18454.468756619,17814.589371563,53.6,BCM1FUT
360927:8305,170:170,10/23/22 01:58:52,STABLE BEAMS,6800,18443.653395165,17667.633460231,53.6,BCM1FUT
360927:8305,171:171,10/23/22 01:59:15,STABLE BEAMS,6800,18823.428087405,18103.921041157,53.6,BCM1FUT
360927:8305,172:172,10/23/22 01:59:39,STABLE BEAMS,6800,19445.989893700,18483.721734267,56.0,BCM1FUT
360927:8305,173:173,10/23/22 02:00:02,STABLE BEAMS,6800,19449.662016424,18471.101312487,56.5,BCM1FUT
360927:8305,174:174,10/23/22 02:00:25,STABLE BEAMS,6800,19437.571612357,18324.742421107,56.5,BCM1FUT
360927:8305,175:175,10/23/22 02:00:49,STABLE BEAMS,6800,19422.186098166,18653.977424288,56.4,BCM1FUT
360927:8305,176:176,10/23/22 02:01:12,STABLE BEAMS,6800,19399.658345279,18549.984948813,56.4,BCM1FUT
360927:8305,177:177,10/23/22 02:01:35,STABLE BEAMS,6800,19380.457703585,18464.305085354,56.3,BCM1FUT
360927:8305,178:178,10/23/22 02:01:58,STABLE BEAMS,6800,19374.797514419,18676.020160966,56.3,BCM1FUT
360927:8305,179:179,10/23/22 02:02:22,STABLE BEAMS,6800,19355.616873393,18731.880027828,56.2,BCM1FUT
360927:8305,180:180,10/23/22 02:02:45,STABLE BEAMS,6800,19359.540004506,18460.216948726,56.2,BCM1FUT
360927:8305,181:181,10/23/22 02:03:08,STABLE BEAMS,6800,19331.154055835,18629.097592793,56.2,BCM1FUT
360927:8305,182:182,10/23/22 02:03:32,STABLE BEAMS,6800,19304.225155859,18658.393571878,56.1,BCM1FUT
360927:8305,183:183,10/23/22 02:03:55,STABLE BEAMS,6800,19284.746504874,18706.334174074,56.0,BCM1FUT
360927:8305,184:184,10/23/22 02:04:18,STABLE BEAMS,6800,19270.720036103,18432.382018470,56.0,BCM1FUT
360927:8305,185:185,10/23/22 02:04:42,STABLE BEAMS,6800,19245.780202602,18661.359671006,55.9,BCM1FUT
360927:8305,186:186,10/23/22 02:05:05,STABLE BEAMS,6800,19224.474490556,18489.084913507,55.8,BCM1FUT
360927:8305,187:187,10/23/22 02:05:28,STABLE BEAMS,6800,19198.379618454,18555.618137077,55.8,BCM1FUT
360927:8305,188:188,10/23/22 02:05:52,STABLE BEAMS,6800,19182.951102826,18502.389358147,55.7,BCM1FUT
360927:8305,189:189,10/23/22 02:06:15,STABLE BEAMS,6800,19167.732594216,18573.419732014,55.7,BCM1FUT
360927:8305,190:190,10/23/22 02:06:38,STABLE BEAMS,6800,19144.159806403,18477.058511579,55.6,BCM1FUT
360927:8305,191:191,10/23/22 02:07:02,STABLE BEAMS,6800,19123.069101542,18512.688702356,55.6,BCM1FUT
360927:8305,192:192,10/23/22 02:07:25,STABLE BEAMS,6800,19101.292373754,18513.087715691,55.5,BCM1FUT
360927:8305,193:193,10/23/22 02:07:48,STABLE BEAMS,6800,19088.862958358,18507.722536384,55.4,BCM1FUT
360927:8305,194:194,10/23/22 02:08:11,STABLE BEAMS,6800,19065.035162022,18444.266415652,55.4,BCM1FUT
360927:8305,195:195,10/23/22 02:08:35,STABLE BEAMS,6800,19048.876621996,18442.589359604,55.3,BCM1FUT
360927:8305,196:196,10/23/22 02:08:58,STABLE BEAMS,6800,19049.676648734,18518.218887177,55.3,BCM1FUT
360927:8305,197:197,10/23/22 02:09:21,STABLE BEAMS,6800,19034.286134376,18449.516591115,55.3,BCM1FUT
360927:8305,198:198,10/23/22 02:09:45,STABLE BEAMS,6800,19037.181231131,14441.791651151,55.3,BCM1FUT
360927:8305,199:199,10/23/22 02:10:08,STABLE BEAMS,6800,19042.218399476,16970.360157044,55.3,BCM1FUT
360927:8305,200:200,10/23/22 02:10:31,STABLE BEAMS,6800,19031.982057372,18423.617725564,55.3,BCM1FUT
360927:8305,201:201,10/23/22 02:10:55,STABLE BEAMS,6800,19035.167163820,18350.314275730,55.3,BCM1FUT
360927:8305,202:202,10/23/22 02:11:18,STABLE BEAMS,6800,19027.065893072,18400.887965925,55.3,BCM1FUT
360927:8305,203:203,10/23/22 02:11:41,STABLE BEAMS,6800,19016.326534158,18375.225108261,55.2,BCM1FUT
360927:8305,204:204,10/23/22 02:12:05,STABLE BEAMS,6800,18998.251930096,18117.726502542,55.2,BCM1FUT
360927:8305,205:205,10/23/22 02:12:28,STABLE BEAMS,6800,18981.491369951,18103.728034707,55.1,BCM1FUT
360927:8305,206:206,10/23/22 02:12:51,STABLE BEAMS,6800,18968.317929689,18004.611722195,55.1,BCM1FUT
360927:8305,207:207,10/23/22 02:13:14,STABLE BEAMS,6800,18951.414364764,18179.564569198,55.1,BCM1FUT
360927:8305,208:208,10/23/22 02:13:38,STABLE BEAMS,6800,18930.294658934,17964.317375540,55.0,BCM1FUT
360927:8305,209:209,10/23/22 02:14:00,STABLE BEAMS,6800,18920.511331971,17922.903991486,55.4,HFET
360927:8305,210:210,10/23/22 02:14:24,STABLE BEAMS,6800,18894.904476178,18173.923380667,54.9,BCM1FUT
360927:8305,211:211,10/23/22 02:14:48,STABLE BEAMS,6800,18871.603697456,18189.500901275,54.8,BCM1FUT
360927:8305,212:212,10/23/22 02:15:11,STABLE BEAMS,6800,18862.294386334,18128.115849759,54.8,BCM1FUT
360927:8305,213:213,10/23/22 02:15:34,STABLE BEAMS,6800,18836.729531946,18057.501489795,54.7,BCM1FUT
360927:8305,214:214,10/23/22 02:15:58,STABLE BEAMS,6800,18819.780965517,18197.942183386,54.7,BCM1FUT
360927:8305,215:215,10/23/22 02:16:21,STABLE BEAMS,6800,18798.998270950,18095.073745477,54.6,BCM1FUT
360927:8305,216:216,10/23/22 02:16:44,STABLE BEAMS,6800,18792.626057988,18134.891076190,54.6,BCM1FUT
360927:8305,217:217,10/23/22 02:17:08,STABLE BEAMS,6800,18782.748727883,18052.128310221,54.5,BCM1FUT
360927:8305,218:218,10/23/22 02:17:31,STABLE BEAMS,6800,18748.790592987,18068.949872405,54.5,BCM1FUT
360927:8305,219:219,10/23/22 02:17:54,STABLE BEAMS,6800,18754.554785629,18013.491018945,54.5,BCM1FUT
360927:8305,220:220,10/23/22 02:18:18,STABLE BEAMS,6800,18747.478549138,18000.564586938,54.4,BCM1FUT
360927:8305,221:221,10/23/22 02:18:41,STABLE BEAMS,6800,18749.442614778,18025.448418567,54.5,BCM1FUT
360927:8305,222:222,10/23/22 02:19:04,STABLE BEAMS,6800,18733.704088789,17943.089666101,54.4,BCM1FUT
360927:8305,223:223,10/23/22 02:19:27,STABLE BEAMS,6800,18715.889493417,17978.282842272,54.4,BCM1FUT
360927:8305,224:224,10/23/22 02:19:51,STABLE BEAMS,6800,18698.640916962,17785.217389938,54.3,BCM1FUT
360927:8305,225:225,10/23/22 02:20:14,STABLE BEAMS,6800,18683.948425932,17974.143703940,54.3,BCM1FUT
360927:8305,226:226,10/23/22 02:20:37,STABLE BEAMS,6800,18672.907056925,18061.218614023,54.2,BCM1FUT
360927:8305,227:227,10/23/22 02:21:01,STABLE BEAMS,6800,18658.873587920,17985.679089458,54.2,BCM1FUT
360927:8305,228:228,10/23/22 02:21:24,STABLE BEAMS,6800,18638.462905786,17669.313516379,54.2,BCM1FUT
360927:8305,229:229,10/23/22 02:21:47,STABLE BEAMS,6800,18622.143360379,18006.474784460,54.1,BCM1FUT
360927:8305,230:230,10/23/22 02:22:11,STABLE BEAMS,6800,18615.962153801,17859.867884791,54.1,BCM1FUT
