#Data tag : 22v1 , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(1e30/cm2s),recorded(1e30/cm2s),avgpu,source
360927:8305,1503:1503,10/23/22 10:36:46,STABLE BEAMS,6800,12821.460498958,12467.511669829,37.2,BCM1FUT
360927:8305,1504:1504,10/23/22 10:37:09,STABLE BEAMS,6800,12818.990416407,12474.176892584,37.2,BCM1FUT
360927:8305,1505:1505,10/23/22 10:37:32,STABLE BEAMS,6800,12816.698339804,12281.166442088,37.2,BCM1FUT
360927:8305,1506:1506,10/23/22 10:37:55,STABLE BEAMS,6800,12805.746973805,12447.115988196,37.2,BCM1FUT
360927:8305,1507:1507,10/23/22 10:38:19,STABLE BEAMS,6800,12801.251823575,12467.492669194,37.2,BCM1FUT
360927:8305,1508:1508,10/23/22 10:38:42,STABLE BEAMS,6800,12789.400427496,12413.281857445,37.1,BCM1FUT
360927:8305,1509:1509,10/23/22 10:39:05,STABLE BEAMS,6800,12785.274289598,12376.418625459,37.1,BCM1FUT
360927:8305,1510:1510,10/23/22 10:39:29,STABLE BEAMS,6800,12785.691303535,12200.731753925,37.1,BCM1FUT
360927:8305,1511:1511,10/23/22 10:39:52,STABLE BEAMS,6800,12776.701003075,12335.938272587,37.1,BCM1FUT
360927:8305,1512:1512,10/23/22 10:40:15,STABLE BEAMS,6800,12774.657934795,12374.351556376,37.1,BCM1FUT
360927:8305,1513:1513,10/23/22 10:40:39,STABLE BEAMS,6800,12769.885775307,12387.874008303,37.1,BCM1FUT
360927:8305,1514:1514,10/23/22 10:41:02,STABLE BEAMS,6800,12771.838840580,8416.351278233,37.1,BCM1FUT
360927:8305,1515:1515,10/23/22 10:41:25,STABLE BEAMS,6800,12768.898742320,12423.898212248,37.1,BCM1FUT
360927:8305,1516:1516,10/23/22 10:41:49,STABLE BEAMS,6800,12762.660533837,12431.574468792,37.1,BCM1FUT
360927:8305,1517:1517,10/23/22 10:42:12,STABLE BEAMS,6800,12748.573063027,12398.507363674,37.0,BCM1FUT
360927:8305,1518:1518,10/23/22 10:42:35,STABLE BEAMS,6800,12752.030678582,12424.644237180,37.0,BCM1FUT
360927:8305,1519:1519,10/23/22 10:42:59,STABLE BEAMS,6800,12750.431125124,12418.662037253,37.0,BCM1FUT
360927:8305,1520:1520,10/23/22 10:43:22,STABLE BEAMS,6800,12743.751901902,12374.853573154,37.0,BCM1FUT
360927:8305,1521:1521,10/23/22 10:43:45,STABLE BEAMS,6800,12741.793836462,12401.423461132,37.0,BCM1FUT
360927:8305,1522:1522,10/23/22 10:44:08,STABLE BEAMS,6800,12736.610663238,12413.796874657,37.0,BCM1FUT
360927:8305,1523:1523,10/23/22 10:44:32,STABLE BEAMS,6800,12737.220683625,12399.192386568,37.0,BCM1FUT
360927:8305,1524:1524,10/23/22 10:44:55,STABLE BEAMS,6800,12735.661631521,12388.231020234,37.0,BCM1FUT
360927:8305,1525:1525,10/23/22 10:45:18,STABLE BEAMS,6800,12738.577728978,12419.630069605,37.1,HFET
360927:8305,1526:1526,10/23/22 10:45:42,STABLE BEAMS,6800,12732.183515281,12329.647062332,37.0,BCM1FUT
360927:8305,1527:1527,10/23/22 10:46:05,STABLE BEAMS,6800,12729.554427416,12362.029144556,37.0,BCM1FUT
360927:8305,1528:1528,10/23/22 10:46:28,STABLE BEAMS,6800,12719.885104263,12337.297318007,36.9,BCM1FUT
360927:8305,1529:1529,10/23/22 10:46:52,STABLE BEAMS,6800,12715.974973584,12373.353523022,36.9,BCM1FUT
360927:8305,1530:1530,10/23/22 10:47:15,STABLE BEAMS,6800,12710.585793475,12383.691868534,36.9,BCM1FUT
360927:8305,1531:1531,10/23/22 10:47:38,STABLE BEAMS,6800,12706.380652938,12374.393057763,36.9,BCM1FUT
360927:8305,1532:1532,10/23/22 10:48:02,STABLE BEAMS,6800,12706.094643379,12198.462678091,36.9,BCM1FUT
360927:8305,1533:1533,10/23/22 10:48:25,STABLE BEAMS,6800,12700.484455884,12349.791735576,36.9,BCM1FUT
360927:8305,1534:1534,10/23/22 10:48:48,STABLE BEAMS,6800,12694.729263543,12364.959242481,36.9,BCM1FUT
360927:8305,1535:1535,10/23/22 10:49:11,STABLE BEAMS,6800,12685.378951051,12354.295886107,36.8,BCM1FUT
360927:8305,1536:1536,10/23/22 10:49:35,STABLE BEAMS,6800,12681.599824751,12318.644694628,36.8,BCM1FUT
360927:8305,1537:1537,10/23/22 10:49:58,STABLE BEAMS,6800,12677.768696713,12317.785665919,36.8,BCM1FUT
360927:8305,1538:1538,10/23/22 10:50:21,STABLE BEAMS,6800,12674.943602297,12310.056407604,36.8,BCM1FUT
360927:8305,1539:1539,10/23/22 10:50:45,STABLE BEAMS,6800,12665.492286430,12297.248979574,36.8,BCM1FUT
360927:8305,1540:1540,10/23/22 10:51:08,STABLE BEAMS,6800,12663.352214908,12304.653227027,36.8,BCM1FUT
360927:8305,1541:1541,10/23/22 10:51:31,STABLE BEAMS,6800,12648.857730496,12327.820001271,36.7,BCM1FUT
360927:8305,1542:1542,10/23/22 10:51:55,STABLE BEAMS,6800,12648.997735175,12318.478689080,36.7,BCM1FUT
360927:8305,1543:1543,10/23/22 10:52:18,STABLE BEAMS,6800,12648.285711379,12286.971636100,36.7,BCM1FUT
360927:8305,1544:1544,10/23/22 10:52:41,STABLE BEAMS,6800,12634.335245148,12296.773963699,36.7,BCM1FUT
360927:8305,1545:1545,10/23/22 10:53:05,STABLE BEAMS,6800,12627.804026872,12291.375783289,36.7,BCM1FUT
360927:8305,1546:1546,10/23/22 10:53:28,STABLE BEAMS,6800,12627.080002674,12247.854328782,36.6,BCM1FUT
360927:8305,1547:1547,10/23/22 10:53:51,STABLE BEAMS,6800,12629.638088167,12144.636879209,36.7,BCM1FUT
360927:8305,1548:1548,10/23/22 10:54:15,STABLE BEAMS,6800,12618.308709534,12284.515054000,36.7,BCM1FUT
360927:8305,1549:1549,10/23/22 10:54:38,STABLE BEAMS,6800,12611.664487481,12164.589546036,36.6,BCM1FUT
360927:8305,1550:1550,10/23/22 10:55:01,STABLE BEAMS,6800,12610.599451887,12204.894893059,36.6,BCM1FUT
360927:8305,1551:1551,10/23/22 10:55:24,STABLE BEAMS,6800,12616.104635873,12113.758847251,36.6,BCM1FUT
360927:8305,1552:1552,10/23/22 10:55:48,STABLE BEAMS,6800,12608.124369169,12286.112607391,36.6,BCM1FUT
360927:8305,1553:1553,10/23/22 10:56:11,STABLE BEAMS,6800,12605.899294806,12053.132321086,36.6,BCM1FUT
360927:8305,1554:1554,10/23/22 10:56:34,STABLE BEAMS,6800,12598.121034853,12093.567172436,36.6,BCM1FUT
360927:8305,1555:1555,10/23/22 10:56:58,STABLE BEAMS,6800,12596.735988564,12278.056338147,36.6,BCM1FUT
360927:8305,1556:1556,10/23/22 10:57:21,STABLE BEAMS,6800,12594.273906280,12102.705477843,36.6,BCM1FUT
360927:8305,1557:1557,10/23/22 10:57:44,STABLE BEAMS,6800,12591.539814905,12255.705591175,36.6,BCM1FUT
360927:8305,1558:1558,10/23/22 10:58:08,STABLE BEAMS,6800,12585.196602912,12204.185869363,36.5,BCM1FUT
360927:8305,1559:1559,10/23/22 10:58:31,STABLE BEAMS,6800,12581.556481258,12240.980099043,36.5,BCM1FUT
360927:8305,1560:1560,10/23/22 10:58:54,STABLE BEAMS,6800,12579.538413813,11987.189617251,36.5,BCM1FUT
360927:8305,1561:1561,10/23/22 10:59:18,STABLE BEAMS,6800,12575.555280695,12261.545786357,36.5,BCM1FUT
360927:8305,1562:1562,10/23/22 10:59:41,STABLE BEAMS,6800,12570.779121074,9191.148172292,36.5,BCM1FUT
360927:8305,1563:1563,10/23/22 11:00:04,STABLE BEAMS,6800,12567.183000890,12248.919364376,36.5,BCM1FUT
360927:8305,1564:1564,10/23/22 11:00:28,STABLE BEAMS,6800,12547.459341716,12201.725787146,36.5,BCM1FUT
360927:8305,1565:1565,10/23/22 11:00:51,STABLE BEAMS,6800,12525.915621715,11956.097578141,36.4,BCM1FUT
360927:8305,1566:1566,10/23/22 11:01:14,STABLE BEAMS,6800,12559.324738263,12231.102768938,36.4,BCM1FUT
360927:8305,1567:1567,10/23/22 11:01:37,STABLE BEAMS,6800,12549.841421326,12183.844189535,36.5,BCM1FUT
360927:8305,1568:1568,10/23/22 11:02:01,STABLE BEAMS,6800,12532.549843434,12009.025347011,36.4,BCM1FUT
360927:8305,1569:1569,10/23/22 11:02:24,STABLE BEAMS,6800,12532.335836282,12106.368600266,36.4,BCM1FUT
360927:8305,1570:1570,10/23/22 11:02:47,STABLE BEAMS,6800,12520.281433418,12152.762150759,36.4,BCM1FUT
360927:8305,1571:1571,10/23/22 11:03:11,STABLE BEAMS,6800,12512.979189374,11981.631431494,36.3,BCM1FUT
360927:8305,1572:1572,10/23/22 11:03:34,STABLE BEAMS,6800,12502.612842926,12175.567912938,36.3,BCM1FUT
360927:8305,1573:1573,10/23/22 11:03:57,STABLE BEAMS,6800,12494.639576456,12163.479508938,36.3,BCM1FUT
360927:8305,1574:1574,10/23/22 11:04:21,STABLE BEAMS,6800,12487.303331275,12171.144765114,36.3,BCM1FUT
360927:8305,1575:1575,10/23/22 11:04:44,STABLE BEAMS,6800,12476.481969621,12163.685515823,36.2,BCM1FUT
360927:8305,1576:1576,10/23/22 11:05:07,STABLE BEAMS,6800,12468.755711406,12169.889723170,36.2,BCM1FUT
360927:8305,1577:1577,10/23/22 11:05:31,STABLE BEAMS,6800,12461.086455096,12135.385570026,36.2,BCM1FUT
360927:8305,1578:1578,10/23/22 11:05:54,STABLE BEAMS,6800,12452.495167971,8537.747335343,36.2,BCM1FUT
360927:8305,1579:1579,10/23/22 11:06:17,STABLE BEAMS,6800,12443.056852538,7009.475959829,36.2,BCM1FUT
360927:8305,1580:1580,10/23/22 11:06:40,STABLE BEAMS,6800,12433.621537206,12138.824684963,36.1,BCM1FUT
360927:8305,1581:1581,10/23/22 11:07:04,STABLE BEAMS,6800,12436.889646427,12089.787046103,36.1,BCM1FUT
360927:8305,1582:1582,10/23/22 11:07:27,STABLE BEAMS,6800,12432.781509132,12101.366433091,36.1,BCM1FUT
360927:8305,1583:1583,10/23/22 11:07:50,STABLE BEAMS,6800,12432.390496064,12095.467235937,36.1,BCM1FUT
360927:8305,1584:1584,10/23/22 11:08:14,STABLE BEAMS,6800,12432.131487408,12104.770546858,36.1,BCM1FUT
360927:8305,1585:1585,10/23/22 11:08:37,STABLE BEAMS,6800,12431.644471131,12109.261696955,36.1,BCM1FUT
360927:8305,1586:1586,10/23/22 11:09:00,STABLE BEAMS,6800,12431.674472134,12135.516574404,36.1,BCM1FUT
360927:8305,1587:1587,10/23/22 11:09:24,STABLE BEAMS,6800,12426.436297072,12055.162888948,36.1,BCM1FUT
360927:8305,1588:1588,10/23/22 11:09:47,STABLE BEAMS,6800,12404.510564304,12085.475902023,36.0,BCM1FUT
360927:8305,1589:1589,10/23/22 11:10:10,STABLE BEAMS,6800,12404.674569785,12081.713776291,36.0,BCM1FUT
360927:8305,1590:1590,10/23/22 11:10:34,STABLE BEAMS,6800,12399.178386100,11797.176266920,36.0,BCM1FUT
360927:8305,1591:1591,10/23/22 11:10:57,STABLE BEAMS,6800,12399.861408927,12055.618904188,36.0,BCM1FUT
360927:8305,1592:1592,10/23/22 11:11:20,STABLE BEAMS,6800,12392.121150244,12058.371996198,36.0,BCM1FUT
360927:8305,1593:1593,10/23/22 11:11:44,STABLE BEAMS,6800,12385.917942930,12091.366098876,36.0,BCM1FUT
360927:8305,1594:1594,10/23/22 11:12:07,STABLE BEAMS,6800,12381.055780435,12075.098555207,35.9,BCM1FUT
360927:8305,1595:1595,10/23/22 11:12:30,STABLE BEAMS,6800,12376.189617805,12052.590302971,35.9,BCM1FUT
360927:8305,1596:1596,10/23/22 11:12:53,STABLE BEAMS,6800,12377.366657142,12006.176251793,35.9,BCM1FUT
360927:8305,1597:1597,10/23/22 11:13:17,STABLE BEAMS,6800,12371.060446386,12022.390793690,35.9,BCM1FUT
360927:8305,1598:1598,10/23/22 11:13:40,STABLE BEAMS,6800,12368.567363066,11992.942809525,35.9,BCM1FUT
360927:8305,1599:1599,10/23/22 11:14:03,STABLE BEAMS,6800,12363.029177978,11985.150549104,35.9,BCM1FUT
360927:8305,1600:1600,10/23/22 11:14:27,STABLE BEAMS,6800,12362.852172062,12034.951213465,35.9,BCM1FUT
360927:8305,1601:1601,10/23/22 11:14:50,STABLE BEAMS,6800,12358.696033162,12033.398161561,35.9,BCM1FUT
360927:8305,1602:1602,10/23/22 11:15:13,STABLE BEAMS,6800,12355.373922135,12067.486300802,35.9,BCM1FUT
360927:8305,1603:1603,10/23/22 11:15:37,STABLE BEAMS,6800,12349.423723277,12017.753638714,35.9,BCM1FUT
360927:8305,1604:1604,10/23/22 11:16:00,STABLE BEAMS,6800,12346.460624249,12001.054080607,35.9,BCM1FUT
360927:8305,1605:1605,10/23/22 11:16:23,STABLE BEAMS,6800,12342.985508109,12057.693973538,35.8,BCM1FUT
360927:8305,1606:1606,10/23/22 11:16:47,STABLE BEAMS,6800,12339.720398988,12019.338691687,35.8,BCM1FUT
360927:8305,1607:1607,10/23/22 11:17:10,STABLE BEAMS,6800,12336.693297821,11992.847806350,35.8,BCM1FUT
360927:8305,1608:1608,10/23/22 11:17:33,STABLE BEAMS,6800,12335.373253704,12051.160755195,35.8,BCM1FUT
360927:8305,1609:1609,10/23/22 11:17:56,STABLE BEAMS,6800,12332.377153573,12041.392428733,35.8,BCM1FUT
360927:8305,1610:1610,10/23/22 11:18:20,STABLE BEAMS,6800,12334.413221619,12011.311423412,35.8,BCM1FUT
360927:8305,1611:1611,10/23/22 11:18:43,STABLE BEAMS,6800,12317.049641321,12015.461562112,35.8,BCM1FUT
360927:8305,1612:1612,10/23/22 11:19:06,STABLE BEAMS,6800,12314.624560273,11994.118848829,35.8,BCM1FUT
360927:8305,1613:1613,10/23/22 11:19:30,STABLE BEAMS,6800,12313.050507668,12008.481328829,35.7,BCM1FUT
360927:8305,1614:1614,10/23/22 11:19:53,STABLE BEAMS,6800,12308.730363287,11787.007927089,35.7,BCM1FUT
360927:8305,1615:1615,10/23/22 11:20:16,STABLE BEAMS,6800,12308.581358307,11985.726568355,35.7,BCM1FUT
360927:8305,1616:1616,10/23/22 11:20:40,STABLE BEAMS,6800,12307.374317967,11986.136582058,35.7,BCM1FUT
360927:8305,1617:1617,10/23/22 11:21:03,STABLE BEAMS,6800,12304.578224520,11989.523695257,35.7,BCM1FUT
360927:8305,1618:1618,10/23/22 11:21:26,STABLE BEAMS,6800,12297.977003905,12004.778205069,35.7,BCM1FUT
360927:8305,1619:1619,10/23/22 11:21:50,STABLE BEAMS,6800,12293.241845654,11992.287787634,35.7,BCM1FUT
360927:8305,1620:1620,10/23/22 11:22:13,STABLE BEAMS,6800,12285.649591917,11995.535896187,35.7,BCM1FUT
360927:8305,1621:1621,10/23/22 11:22:36,STABLE BEAMS,6800,12276.751294532,11975.312220303,35.7,BCM1FUT
360927:8305,1622:1622,10/23/22 11:23:00,STABLE BEAMS,6800,12271.221109711,11944.973206360,35.6,BCM1FUT
360927:8305,1623:1623,10/23/22 11:23:23,STABLE BEAMS,6800,12265.978934515,11935.980905833,35.6,BCM1FUT
360927:8305,1624:1624,10/23/22 11:23:46,STABLE BEAMS,6800,12262.011801932,11950.616394957,35.6,BCM1FUT
360927:8305,1625:1625,10/23/22 11:24:10,STABLE BEAMS,6800,12256.179607017,11930.240713993,35.6,BCM1FUT
360927:8305,1626:1626,10/23/22 11:24:33,STABLE BEAMS,6800,12254.824561731,11783.485809378,35.6,BCM1FUT
360927:8305,1627:1627,10/23/22 11:24:56,STABLE BEAMS,6800,12242.224140619,11936.918937182,35.6,BCM1FUT
360927:8305,1628:1628,10/23/22 11:25:19,STABLE BEAMS,6800,12235.721923312,11786.687916394,35.5,BCM1FUT
360927:8305,1629:1629,10/23/22 11:25:43,STABLE BEAMS,6800,12227.580651227,11946.479256692,35.5,BCM1FUT
360927:8305,1630:1630,10/23/22 11:26:06,STABLE BEAMS,6800,12223.828525829,11949.286350507,35.5,BCM1FUT
360927:8305,1631:1631,10/23/22 11:26:29,STABLE BEAMS,6800,12223.990531244,11914.212178312,35.5,BCM1FUT
360927:8305,1632:1632,10/23/22 11:26:53,STABLE BEAMS,6800,12231.781791631,11905.711894229,35.5,BCM1FUT
360927:8305,1633:1633,10/23/22 11:27:16,STABLE BEAMS,6800,12241.549118059,11806.148566778,35.5,BCM1FUT
360927:8305,1634:1634,10/23/22 11:27:39,STABLE BEAMS,6800,12235.053900986,11931.398752695,35.5,BCM1FUT
360927:8305,1635:1635,10/23/22 11:28:03,STABLE BEAMS,6800,12231.409779198,11897.293612886,35.5,BCM1FUT
360927:8305,1636:1636,10/23/22 11:28:26,STABLE BEAMS,6800,12225.976597619,11936.143911281,35.5,BCM1FUT
360927:8305,1637:1637,10/23/22 11:28:49,STABLE BEAMS,6800,12221.901461426,11761.106061437,35.5,BCM1FUT
360927:8305,1638:1638,10/23/22 11:29:13,STABLE BEAMS,6800,12219.343375934,11922.528456246,35.5,BCM1FUT
360927:8305,1639:1639,10/23/22 11:29:36,STABLE BEAMS,6800,12213.773189775,11927.548624022,35.5,BCM1FUT
360927:8305,1640:1640,10/23/22 11:29:59,STABLE BEAMS,6800,12208.301006893,11907.694960504,35.5,BCM1FUT
360927:8305,1641:1641,10/23/22 11:30:22,STABLE BEAMS,6800,12207.177969360,11923.886501632,35.4,BCM1FUT
360927:8305,1642:1642,10/23/22 11:30:46,STABLE BEAMS,6800,12205.046898139,11926.420586323,35.4,BCM1FUT
360927:8305,1643:1643,10/23/22 11:31:09,STABLE BEAMS,6800,12194.888558643,11863.239474782,35.4,BCM1FUT
360927:8305,1644:1644,10/23/22 11:31:32,STABLE BEAMS,6800,12184.933225931,11744.792516231,35.4,BCM1FUT
360927:8305,1645:1645,10/23/22 11:31:56,STABLE BEAMS,6800,12177.816988103,11895.709559946,35.4,BCM1FUT
360927:8305,1646:1646,10/23/22 11:32:19,STABLE BEAMS,6800,12167.579645967,11858.362311785,35.3,BCM1FUT
360927:8305,1647:1647,10/23/22 11:32:42,STABLE BEAMS,6800,12165.570578823,11882.552120219,35.3,BCM1FUT
360927:8305,1648:1648,10/23/22 11:33:06,STABLE BEAMS,6800,12158.776351756,11696.528903240,35.3,BCM1FUT
360927:8305,1649:1649,10/23/22 11:33:29,STABLE BEAMS,6800,12150.674080975,11855.858228097,35.3,BCM1FUT
360927:8305,1650:1650,10/23/22 11:33:52,STABLE BEAMS,6800,12141.521775101,11658.146620486,35.3,BCM1FUT
360927:8305,1651:1651,10/23/22 11:34:16,STABLE BEAMS,6800,12132.899486940,11858.447314625,35.2,BCM1FUT
360927:8305,1652:1652,10/23/22 11:34:39,STABLE BEAMS,6800,12125.729247307,11687.766610400,35.2,BCM1FUT
360927:8305,1653:1653,10/23/22 11:35:02,STABLE BEAMS,6800,12118.275998217,11853.349144242,35.2,BCM1FUT
360927:8305,1654:1654,10/23/22 11:35:26,STABLE BEAMS,6800,12112.445803369,11837.906628146,35.2,BCM1FUT
360927:8305,1655:1655,10/23/22 11:35:49,STABLE BEAMS,6800,12104.720545187,11836.530582158,35.1,BCM1FUT
360927:8305,1656:1656,10/23/22 11:36:12,STABLE BEAMS,6800,12093.875182730,11826.312240657,35.1,BCM1FUT
360927:8305,1657:1657,10/23/22 11:36:35,STABLE BEAMS,6800,12090.792079692,11782.196766298,35.1,BCM1FUT
360927:8305,1658:1658,10/23/22 11:36:59,STABLE BEAMS,6800,12087.607973277,11804.649516679,35.1,BCM1FUT
360927:8305,1659:1659,10/23/22 11:37:22,STABLE BEAMS,6800,12078.715676093,11807.346606817,35.1,BCM1FUT
360927:8305,1660:1660,10/23/22 11:37:45,STABLE BEAMS,6800,12075.284561423,11784.971859043,35.1,BCM1FUT
360927:8305,1661:1661,10/23/22 11:38:09,STABLE BEAMS,6800,12072.265460524,11768.453306985,35.1,BCM1FUT
360927:8305,1662:1662,10/23/22 11:38:32,STABLE BEAMS,6800,12071.613438733,11800.516378548,35.0,BCM1FUT
360927:8305,1663:1663,10/23/22 11:38:55,STABLE BEAMS,6800,12064.413198098,11742.689445946,35.0,BCM1FUT
360927:8305,1664:1664,10/23/22 11:39:19,STABLE BEAMS,6800,12058.864012641,11772.510442577,35.0,BCM1FUT
360927:8305,1665:1665,10/23/22 11:39:42,STABLE BEAMS,6800,12050.410730129,11767.203265208,35.0,BCM1FUT
360927:8305,1666:1666,10/23/22 11:40:05,STABLE BEAMS,6800,12044.824543436,11514.787829371,35.0,BCM1FUT
360927:8305,1667:1667,10/23/22 11:40:29,STABLE BEAMS,6800,12042.304459214,11750.723714454,35.0,BCM1FUT
360927:8305,1668:1668,10/23/22 11:40:52,STABLE BEAMS,6800,12032.199121489,11681.323395065,34.9,BCM1FUT
360927:8305,1669:1669,10/23/22 11:41:15,STABLE BEAMS,6800,12029.758039907,11666.840911054,34.9,BCM1FUT
360927:8305,1670:1670,10/23/22 11:41:38,STABLE BEAMS,6800,12026.845942583,11609.873007161,34.9,BCM1FUT
360927:8305,1671:1671,10/23/22 11:42:02,STABLE BEAMS,6800,12022.808807660,11753.349802219,34.9,BCM1FUT
360927:8305,1672:1672,10/23/22 11:42:25,STABLE BEAMS,6800,12017.352625312,11720.829715384,34.9,BCM1FUT
360927:8305,1673:1673,10/23/22 11:42:48,STABLE BEAMS,6800,12012.246454662,11731.126059492,34.9,BCM1FUT
360927:8305,1674:1674,10/23/22 11:43:12,STABLE BEAMS,6800,12007.546297580,11731.277064539,34.9,BCM1FUT
360927:8305,1675:1675,10/23/22 11:43:35,STABLE BEAMS,6800,12008.039314057,11745.369535515,34.9,BCM1FUT
360927:8305,1676:1676,10/23/22 11:43:58,STABLE BEAMS,6800,11996.687934689,11726.810915278,34.8,BCM1FUT
360927:8305,1677:1677,10/23/22 11:44:22,STABLE BEAMS,6800,11997.530962863,11562.553425719,34.8,BCM1FUT
360927:8305,1678:1678,10/23/22 11:44:45,STABLE BEAMS,6800,11993.935842713,11716.678576651,34.8,BCM1FUT
360927:8305,1679:1679,10/23/22 11:45:08,STABLE BEAMS,6800,11985.452559198,11708.351298349,34.8,BCM1FUT
360927:8305,1680:1680,10/23/22 11:45:32,STABLE BEAMS,6800,11985.849572466,11712.857448947,34.8,BCM1FUT
360927:8305,1681:1681,10/23/22 11:45:55,STABLE BEAMS,6800,11986.480593555,11653.945480082,34.8,BCM1FUT
360927:8305,1682:1682,10/23/22 11:46:18,STABLE BEAMS,6800,11974.957208438,11686.165556892,34.8,BCM1FUT
360927:8305,1683:1683,10/23/22 11:46:42,STABLE BEAMS,6800,11967.725966767,11701.735077232,34.8,BCM1FUT
360927:8305,1684:1684,10/23/22 11:47:05,STABLE BEAMS,6800,11970.531060514,11711.255395406,34.7,BCM1FUT
360927:8305,1685:1685,10/23/22 11:47:28,STABLE BEAMS,6800,11972.087112518,11705.354198185,34.8,BCM1FUT
360927:8305,1686:1686,10/23/22 11:47:51,STABLE BEAMS,6800,11960.583728070,11686.070553717,34.7,BCM1FUT
360927:8305,1687:1687,10/23/22 11:48:15,STABLE BEAMS,6800,11955.915572058,11692.107755483,34.7,BCM1FUT
360927:8305,1688:1688,10/23/22 11:48:38,STABLE BEAMS,6800,11954.722532186,11687.942616282,34.7,BCM1FUT
360927:8305,1689:1689,10/23/22 11:49:01,STABLE BEAMS,6800,11947.474289947,11692.037753143,34.7,BCM1FUT
360927:8305,1690:1690,10/23/22 11:49:25,STABLE BEAMS,6800,11945.372219695,11682.159423005,34.7,BCM1FUT
360927:8305,1691:1691,10/23/22 11:49:48,STABLE BEAMS,6800,11949.255349471,11683.026451982,34.7,BCM1FUT
360927:8305,1692:1692,10/23/22 11:50:11,STABLE BEAMS,6800,11943.388153386,11678.209290990,34.7,BCM1FUT
360927:8305,1693:1693,10/23/22 11:50:35,STABLE BEAMS,6800,11938.967005630,11678.702807483,34.7,BCM1FUT
360927:8305,1694:1694,10/23/22 11:50:58,STABLE BEAMS,6800,11936.907936815,11681.493400746,34.7,BCM1FUT
360927:8305,1695:1695,10/23/22 11:51:21,STABLE BEAMS,6800,11938.190979694,11684.450499574,34.7,BCM1FUT
360927:8305,1696:1696,10/23/22 11:51:45,STABLE BEAMS,6800,11935.141877792,11647.619268658,34.6,BCM1FUT
360927:8305,1697:1697,10/23/22 11:52:08,STABLE BEAMS,6800,11932.901802928,11653.222455919,34.6,BCM1FUT
360927:8305,1698:1698,10/23/22 11:52:31,STABLE BEAMS,6800,11935.738897745,11679.928348442,34.7,BCM1FUT
360927:8305,1699:1699,10/23/22 11:52:54,STABLE BEAMS,6800,11934.897869637,11667.803943238,34.6,BCM1FUT
360927:8305,1700:1700,10/23/22 11:53:18,STABLE BEAMS,6800,11930.789732341,11677.612271037,34.6,BCM1FUT
360927:8305,1701:1701,10/23/22 11:53:41,STABLE BEAMS,6800,11926.831600059,11654.744006770,34.6,BCM1FUT
360927:8305,1702:1702,10/23/22 11:54:04,STABLE BEAMS,6800,11925.056540736,11475.650521385,34.6,BCM1FUT
360927:8305,1703:1703,10/23/22 11:54:28,STABLE BEAMS,6800,11912.097107626,11617.697268651,34.6,BCM1FUT
360927:8305,1704:1704,10/23/22 11:54:51,STABLE BEAMS,6800,11908.724994928,11454.723822005,34.6,BCM1FUT
360927:8305,1705:1705,10/23/22 11:55:14,STABLE BEAMS,6800,11920.119375733,11649.308325107,34.6,BCM1FUT
360927:8305,1706:1706,10/23/22 11:55:38,STABLE BEAMS,6800,11915.559223331,11651.037382893,34.6,BCM1FUT
360927:8305,1707:1707,10/23/22 11:56:01,STABLE BEAMS,6800,11911.029071931,11470.487848846,34.6,BCM1FUT
360927:8305,1708:1708,10/23/22 11:56:24,STABLE BEAMS,6800,11908.288980356,11655.985548262,34.6,BCM1FUT
360927:8305,1709:1709,10/23/22 11:56:48,STABLE BEAMS,6800,11908.907001011,11607.994944395,34.6,BCM1FUT
360927:8305,1710:1710,10/23/22 11:57:11,STABLE BEAMS,6800,11909.034005255,11462.862594007,34.6,BCM1FUT
360927:8305,1711:1711,10/23/22 11:57:34,STABLE BEAMS,6800,11909.753029285,11626.063548256,34.6,BCM1FUT
360927:8305,1712:1712,10/23/22 11:57:58,STABLE BEAMS,6800,11906.879933265,11642.068083135,34.6,BCM1FUT
360927:8305,1713:1713,10/23/22 11:58:21,STABLE BEAMS,6800,11903.803830461,11647.832275776,34.6,BCM1FUT
360927:8305,1714:1714,10/23/22 11:58:44,STABLE BEAMS,6800,11900.877232652,11614.423159229,34.6,BCM1FUT
360927:8305,1715:1715,10/23/22 11:59:07,STABLE BEAMS,6800,11894.477518771,11632.886776291,34.6,BCM1FUT
360927:8305,1716:1716,10/23/22 11:59:31,STABLE BEAMS,6800,11891.252410986,11644.035148875,34.5,BCM1FUT
360927:8305,1717:1717,10/23/22 11:59:54,STABLE BEAMS,6800,11885.825229608,11630.629700859,34.5,BCM1FUT
360927:8305,1718:1718,10/23/22 12:00:17,STABLE BEAMS,6800,11879.176007388,11619.054314004,34.5,BCM1FUT
360927:8305,1719:1719,10/23/22 12:00:41,STABLE BEAMS,6800,11874.899864477,11613.813138842,34.5,BCM1FUT
360927:8305,1720:1720,10/23/22 12:01:04,STABLE BEAMS,6800,11865.775559539,11608.600964648,34.5,BCM1FUT
360927:8305,1721:1721,10/23/22 12:01:27,STABLE BEAMS,6800,11860.067368768,11603.696800749,34.4,BCM1FUT
360927:8305,1722:1722,10/23/22 12:01:51,STABLE BEAMS,6800,11849.835026799,11597.232584712,34.4,BCM1FUT
360927:8305,1723:1723,10/23/22 12:02:14,STABLE BEAMS,6800,11840.736722730,9050.571474156,34.4,BCM1FUT
